count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
8,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/LS3-1202501112?src=19,Sr. Data Scientist- Real Estate Predictive & Big Data Analytics!,CyberCoders,San Antonio,,,
9,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271870/422637?src=19,Sr Data Scientist,Professional Insight,Atlanta,,,
10,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RK3-132215511?src=19,Technical Business Analyst - Statistics skills,CyberCoders,White Plains,,,
11,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/napil006/JWTC++?src=19,C++ Developer,Request Technology,,,,
12,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10294321/BHJOB2052_12449?src=19,Data Scientist - Insights - BHJOB2052_12449,Visionaire Partners,ATLANTA,,,
13,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RK3-130810564?src=19,Technical Business Analyst - Statistics skills,CyberCoders,White Plains,,,
14,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/740922?src=19,Business Analyst,Louisiana Economic Development,Baton Rouge,,,
15,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10154347/725394?src=19,Mid-Level Data Analyst (Federal Government),TCG,Washington,,,
16,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL941989/723113?src=19,Data Engineer,Tufts University,Medford,,,
17,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113940/16418-1?src=19,SAP and Analytics advisor with a background in statistics or advanced mathematics,E Business Staffing,Dallas,,,
18,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90767815/675141?src=19,Algo Quant Strategist,Konnect Partners,Jersey City,,,
19,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NNG-123041267?src=19,Lead Data Scientist,CyberCoders,Los Angeles,,,
20,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90941473/741464?src=19,DATA SCIENTIST,HonorVet Technologies,SunnyVale,,,
21,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124296/stat_roswell?src=19,Sr. R&D Statistician,Principle Solutions Group,Roswell,,,
22,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10474433/3128?src=19,Biostatistician,ICON Technical Network,Denver,,,
23,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NG-131927721?src=19,Sr Machine Learning Scientist,CyberCoders,San Carlos,,,
24,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10284629/632712?src=19,Research & Development Engineer,Silvus Technologies,,,,
25,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RE1-131004261?src=19,Machine Learning Scientist,CyberCoders,Lexington,,,
26,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10119083/DataScienceRsi?src=19,Data Scientist,Genesys Infotech,Mountain View,,,
27,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/SOFTENG/2001624?src=19,Machine Learning Research Scientist,Software Engineering Institute,Pittsburgh,,,
28,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90969740/BUS-16-00013?src=19,Business Intelligence Analyst,BCBSAZ Advantage,Phoenix,,,
29,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SK-130601978?src=19,Data Scientist - Analytics,,,,,
30,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KK1-132147113?src=19,Data Scientist - Fraud detection technology!,CyberCoders,Bellevue,,,
31,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SK-130626077?src=19,Data Scientist - Sales Platform - RELO,CyberCoders,Provo,,,
32,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SM7-131392145?src=19,Technical Product Manager -Cyber Security Sector!!,CyberCoders,San Diego,,,
33,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122051/4723?src=19,Fraud and Abuse Investigator - Analytics,1199SEIU Family of Funds,NY,,,
34,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10333482/729864?src=19,VP of Analytics,Lawrence Harvey,New York,,,
35,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-08029?src=19,Data Scientist,Ascent,San Jose,,,
36,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/740905?src=19,Business Analyst,Louisiana Economic Development,Baton Rouge,,,
37,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/700446?src=19,Quality Assurance Specialist (SRF 1804) Seat #970,Louisiana Economic Development,Bossier City,,,
38,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/precisn/3032DI?src=19,Sr. Data Scientist - Machine Learning,,,,,
39,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10294672/TD_C#_Quantdev?src=19,Lead C# Quant Developer - ETF Trading,Futures Group IT LLC.,New York,,,
40,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124635/16-02540?src=19,Data Analyst,Kinetix Technology,Rockville,,,
41,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/makecorp/JP-17453?src=19,Sr. Operations Research Developer- NO THIRD PARTIES PLEASE!,Make Corporation,DALLAS,,,
42,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KSK-126801722?src=19,Mechanical Engineer - Boiler Design,CyberCoders,Millbrook,,,
43,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/ND2-13236055?src=19,Lead Data Scientist - Statistics,,,,,
44,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/TRIADW/14306?src=19,Senior Software Engineer - Data and Analytics,TRIAD Group,Seattle,,,
45,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10230037/MSPAC0010?src=19,Data Analyst,Mavensoft Technologies,,,,
46,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004265321618?src=19,Data Science Analyst,Aetna,Boston,,,
47,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/93768?src=19,Data Engineer,Ciber,Pontiac,,,
48,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115369/NFLDS-539?src=19,Lead Data Scientist - ML,,,,,
49,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01487?src=19,Biostatistician with Clinical Experience,Alpha Consulting Corp.,Jersey City,,,
50,86,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Statistics&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/676377?src=19,GBS Consulting By Degrees Analytics Consultant,Louisiana Economic Development,Baton Rouge,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123851/4809?src=19,Senior Research Engineer - Machine Learning (4809r),Embedded Resource Group,,,,
2,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/MO1-130806372?src=19,Data Scientist - Machine Learning,,,,,
3,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10105762/310135?src=19,Computer Vision/Deep Learning Architect with PhD.,CoreTechs LLC,Santa Clara,,,
4,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SK2-132034018?src=19,Quantitative Researcher,CyberCoders,New York,,,
5,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10161564/714056?src=19,e-Learning Specialist,Ipro Tech,,,,
6,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CINCOM/4151?src=19,Instructional Designer/Tech Writer,Cincom Systems,,,,
7,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KB6-131866425?src=19,Machine Learning Scientist - Tech Co. Revolutionizing Learning,CyberCoders,Philadelphia,,,
8,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX10b151/627599?src=19,Manager of Information Technology Training,The Maryland Judiciary,Annapolis,,,
9,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10204218/730414?src=19,Client Support,Invenio Search Group,Scottsdale,,,
10,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10494547/668254?src=19,Data Scientist (Applied Researcher) - Inperson Interview,BayOne Solutions,San Jose,,,
11,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10120850/Cog_HCM?src=19,Peoplesoft HCM Consultant,Rishabh Software Pvt. Ltd,Houston,,,
12,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/SMARNJ/738917?src=19,Project Coordinator/Project Lead for NJ/NY,SmartIMS Inc.,New York,,,
13,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10439825b/727938?src=19,Data Scientist Sr,Adroit Resources,Palo Alto,,,
14,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SK2-13243541?src=19,Senior Software Engineer - Machine Learning,,,,,
15,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112892/725671?src=19,E-Learning Specialist/Adobe Captivate Developer,Snap Inc,oklahoma city,,,
16,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/AS7-131818426?src=19,Senior Data Scientist - FORTUNE 500 company spin-off startup!,CyberCoders,San Francisco,,,
17,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/BRR-rmnc42?src=19,Electrical Controls Engineer - RS5000 - Manufacturing,CyberCoders,Rocky Mount,,,
18,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RS2-13233196?src=19,Data Scientist - growth,,,,,
19,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/xorca001/741791?src=19,Data Scientist,Xoriant Corporation,Sunnyvale,,,
20,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10426508/VZW_WDS_803?src=19,Wireless Data Scientist-  Basking Ridge,,,,,
21,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/DA3-130337078?src=19,Senior Machine Learning Engineer - Scala,,,,,
22,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/LF2-130471886?src=19,Senior Back End Python Engineer,CyberCoders,Boston,,,
23,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90929690/COREJAVA_NY?src=19,Core Java Developer with Spring ,,,,,
24,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10439825b/3238?src=19,Sr. Big Data Engineer,Adroit Resources,San Francisco,,,
25,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/QH1-131900221?src=19,Data Scientist,CyberCoders,Cambridge,,,
26,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10203417/1998_EPICTrain?src=19,EPIC Trainer - Patient Build,Partner's Consulting,,,,
27,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10497505/7381610122?src=19,Senior Developer (Java or Scala or C++ or C#),Alans Group,New York,,,
28,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115369/106689-219?src=19,Instructional Designer and Developer,Vaco - Nashville,Dublin,,,
29,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL152550/1005312242172?src=19,Network Engineer,Ledgent Tech,Dallas,,,
30,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110872/7819_JPCL_CHI?src=19,Full-stack Engineer (Java/Python/C++/Linux/JavaScript),TeamSoft,Chicago,,,
31,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/usts/631023?src=19,Software Engineer (Robot Sensing and Vision),U.S. Tech Solutions Inc.,Santa Clara,,,
32,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10529936/741395?src=19,Data Scientist,Manthan Software Services Pvt. Ltd,San Jose,,,
33,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KG1-13241901?src=19,Software Engineer - Smart Home Connectivity Startup,CyberCoders,Redwood City,,,
34,327,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Machine+Learning&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/BJ3-13230746?src=19,Data Scientist (Python),CyberCoders,Minneapolis,,,
